metric,dataset_version,redis_durability,regime,system,crash_point,response_class,readback_keying,successes,total,rate,runs,ci_low,ci_high,resamples,bootstrap_seed,clusters,observations
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4_DURABLE_WORKFLOW,before_intent_write,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4_DURABLE_WORKFLOW,before_intent_write,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4_DURABLE_WORKFLOW,before_intent_write,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4_DURABLE_WORKFLOW,mid_dispatch,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4_DURABLE_WORKFLOW,mid_dispatch,NO_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,crashed,B4_DURABLE_WORKFLOW,mid_dispatch,POSITIVE_ONLY_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,AEP_FULL,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,B0_NAIVE_RETRY,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,B1_LEASE_ONLY,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,B2_CAS_ONLY,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,B3_INTENT_NO_BARRIER,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,B4B_DURABLE_WORKFLOW_AT_MOST_ONCE,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,p0,B4_DURABLE_WORKFLOW,none,AUTHORITATIVE_READBACK,CALLER_REFERENCE,0,30,0.0,3,0.0,0.0,10000,20260806,3,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,redis-kill-preack,AEP_FULL,none,NO_READBACK,CALLER_REFERENCE,30,30,1.0,30,1.0,1.0,10000,20260806,30,30
known_ambiguity_rate,stage3-2026-08-13-replication-1,everysec,redis-kill-preack,B3_INTENT_NO_BARRIER,none,NO_READBACK,CALLER_REFERENCE,30,30,1.0,30,1.0,1.0,10000,20260806,30,30
